"co_pcdt","co_cid10_diagnostico_principal","co_sigtap_procedimento","nu_competencia_min","nu_competencia_max","qt_aprovada","qt_autorizacao","qt_cns_paciente","qt_municipios_paciente","qt_cnes","sg_procedimento","no_procedimento","no_cid10_diagnostico_principal"
32,M348,604090013,201008,201905,36981,294,83,43,26,CICLOFO50,CICLOFOSFAMIDA 50 MG (POR DRAGEA) ,Outras formas de esclerose sistemica 
32,M348,604350023,201402,201906,60560,393,91,59,31,SILD25,SILDENAFILA 25 MG (POR COMPRIMIDO),Outras formas de esclerose sistemica 
32,M348,604350031,201311,201906,42111,385,61,45,28,SILD50,SILDENAFILA 50 MG (POR COMPRIMIDO),Outras formas de esclerose sistemica 
32,M348,604430019,201005,201005,30,1,1,1,1,RALO60,RALOXIFENO 60 MG (POR COMPRIMIDO),Outras formas de esclerose sistemica 
32,M348,604530013,201003,201906,435597,2903,477,251,104,AZAT50,AZATIOPRINA 50 MG (POR COMPRIMIDO),Outras formas de esclerose sistemica 
32,M348,604530021,201006,201906,46916,818,191,120,48,METO25,"METOTREXATO 2,5 MG (POR COMPRIMIDO)",Outras formas de esclerose sistemica 
32,M348,604530030,201312,201906,818,112,29,26,19,METO252,METOTREXATO 25 MG/ML INJETAVEL (POR AMPOLA DE 2 ML),Outras formas de esclerose sistemica 
32,M348,604560010,201003,201811,162291,1379,241,146,65,PENI250,PENICILAMINA 250 MG (POR CAPSULA),Outras formas de esclerose sistemica 
33,G041,604550014,201004,201906,1383,497,296,107,41,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Paraplegia espastica tropical 
33,G041,604550022,201005,201906,2483,807,295,142,41,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Paraplegia espastica tropical 
33,G800,601130014,200801,201005,9933,2634,1678,439,80,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Paralisia cerebral espastica 
33,G800,601130022,200801,201003,6146,2716,1950,419,63,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Paralisia cerebral espastica 
33,G800,604110049,201005,201005,1,1,1,1,1,LEUP1125,"LEUPRORRELINA 11,25 MG INJETAVEL (POR FRASCO-AMPOLA)",Paralisia cerebral espastica 
33,G800,604500068,201005,201005,60,1,1,1,1,TOPI25,TOPIRAMATO 25 MG (POR COMPRIMIDO),Paralisia cerebral espastica 
33,G800,604550014,201003,201906,42933,15094,7451,1535,127,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Paralisia cerebral espastica 
33,G800,604550022,201003,201906,70878,37101,13237,1857,121,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Paralisia cerebral espastica 
33,G801,601130014,200801,201002,1605,422,281,155,52,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Diplegia espastica 
33,G801,601130022,200801,201003,1564,716,595,147,40,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Diplegia espastica 
33,G801,604550014,201003,201906,7365,2863,1626,500,104,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Diplegia espastica 
33,G801,604550022,201003,201906,14145,7798,4222,812,98,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Diplegia espastica 
33,G802,604550014,201003,201906,1717,778,522,223,59,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Hemiplegia infantil 
33,G802,604550022,201003,201906,3011,1812,953,341,65,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Hemiplegia infantil 
33,G811,601130014,200801,201005,9267,1624,874,289,74,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Hemiplegia espastica 
33,G811,601130022,200801,201003,8882,3223,1764,303,55,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Hemiplegia espastica 
33,G811,604360029,201003,201005,90,1,1,1,1,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO),Hemiplegia espastica 
33,G811,604550014,201003,201906,41838,11524,4681,969,116,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Hemiplegia espastica 
33,G811,604550022,201003,201906,104957,43522,13607,1440,109,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Hemiplegia espastica 
33,G821,601130014,200801,201004,2856,499,299,132,47,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Paraplegia espastica 
33,G821,601130022,200801,201003,3134,906,558,215,48,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Paraplegia espastica 
33,G821,601190106,200802,200802,30,1,1,1,1,GLAT20,GLATIRAMER 20 MG INJETAVEL (POR SERINGA PREENCHIDA ),Paraplegia espastica 
33,G821,604550014,201003,201906,14977,4007,1690,596,105,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Paraplegia espastica 
33,G821,604550022,201003,201906,27658,10675,3639,873,109,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Paraplegia espastica 
33,G824,601040058,200801,200801,12,1,1,1,1,ALFA4000,ALFAEPOETINA 4.000 UI INJETAVEL (POR FRASCO-AMPOLA),Tetraplegia espastica 
33,G824,601130014,200801,201004,27609,4254,1833,536,70,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Tetraplegia espastica 
33,G824,601130022,200801,201003,8334,2762,1665,368,61,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Tetraplegia espastica 
33,G824,601190084,200801,200801,7,1,1,1,1,BETA1600000030,"BETAINTERFERONA 1A 6.000.000 UI (30 MCG) INJETAVEL (POR FRASCO-AMPOLA, SERINGA PREENCHIDA OU CANETA",Tetraplegia espastica 
33,G824,601250036,200801,200801,180,1,1,1,1,SEVE800,SEVELAMER 800 MG (POR COMPRIMIDO),Tetraplegia espastica 
33,G824,601350073,200801,200801,30,1,1,1,1,CALC025,"CALCITRIOL 0,25 MCG (POR CAPSULA)",Tetraplegia espastica 
33,G824,604510012,201005,201005,30,1,1,1,1,RISP1,RISPERIDONA 1 MG (POR COMPRIMIDO),Tetraplegia espastica 
33,G824,604550014,201003,201906,30428,8520,3596,982,113,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Tetraplegia espastica 
33,G824,604550022,201003,201906,71098,29950,9086,1486,112,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Tetraplegia espastica 
33,I690,601130014,200802,201002,305,79,69,26,16,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de hemorragia subaracnoidea 
33,I690,601130022,200801,201002,816,208,179,44,15,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de hemorragia subaracnoidea 
33,I690,604550014,201003,201905,716,222,140,53,30,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de hemorragia subaracnoidea 
33,I690,604550022,201003,201906,3639,1257,527,116,39,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de hemorragia subaracnoidea 
33,I691,601130014,200909,200910,2,1,1,1,1,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de hemorragia intracerebral 
33,I691,601130022,200805,201002,16,8,8,6,6,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de hemorragia intracerebral 
33,I691,604550014,201102,201906,192,67,38,35,24,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de hemorragia intracerebral 
33,I691,604550022,201004,201906,437,174,85,51,31,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de hemorragia intracerebral 
33,I692,601130014,200907,201004,11,5,5,2,3,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de outras hemorragias intracranianas nao traumaticas 
33,I692,601130022,200906,201002,50,24,22,7,2,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de outras hemorragias intracranianas nao traumaticas 
33,I692,604550014,201003,201906,64,23,11,10,8,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de outras hemorragias intracranianas nao traumaticas 
33,I692,604550022,201003,201906,584,245,93,34,19,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de outras hemorragias intracranianas nao traumaticas 
33,I693,601130014,200801,200909,97,21,16,12,10,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de infarto cerebral 
33,I693,601130022,200801,201003,72,37,24,7,7,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de infarto cerebral 
33,I693,604550014,201003,201906,2792,750,354,131,44,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de infarto cerebral 
33,I693,604550022,201003,201906,5246,2255,810,175,44,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de infarto cerebral 
33,I694,601130014,200802,200911,106,30,27,9,9,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de acidente vascular cerebral nao especificado como hemorragico ou isquemico 
33,I694,601130022,200810,201002,100,41,37,14,9,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de acidente vascular cerebral nao especificado como hemorragico ou isquemico 
33,I694,604550014,201003,201906,1868,502,267,111,51,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de acidente vascular cerebral nao especificado como hemorragico ou isquemico 
33,I694,604550022,201003,201906,3950,1769,806,207,56,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de acidente vascular cerebral nao especificado como hemorragico ou isquemico 
33,I698,601130014,200804,201004,120,24,14,13,9,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de outras doencas cerebrovasculares e das nao especificadas 
33,I698,601130022,200810,200904,22,7,7,3,3,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de outras doencas cerebrovasculares e das nao especificadas 
33,I698,604550014,201007,201906,349,125,78,52,30,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de outras doencas cerebrovasculares e das nao especificadas 
33,I698,604550022,201004,201906,341,144,72,42,25,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de outras doencas cerebrovasculares e das nao especificadas 
33,T905,601130014,200804,200911,88,18,17,10,7,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de traumatismo intracraniano 
33,T905,601130022,200806,201002,85,32,30,21,13,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de traumatismo intracraniano 
33,T905,604550014,201004,201906,936,401,224,119,35,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de traumatismo intracraniano 
33,T905,604550022,201003,201906,1835,751,356,139,44,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de traumatismo intracraniano 
33,T908,601130014,200810,200811,9,1,1,1,1,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de outros traumatismos especificados da cabeca 
33,T908,601130022,200902,200909,5,2,2,2,2,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de outros traumatismos especificados da cabeca 
33,T908,604550014,201005,201906,208,158,70,45,20,TOXI100,TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de outros traumatismos especificados da cabeca 
33,T908,604550022,201004,201906,399,182,59,43,30,TOXI500,TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA),Sequelas de outros traumatismos especificados da cabeca 
34,M45 ,601010019,201001,201004,366,3,3,2,2,ADAL40,ADALIMUMABE 40 MG INJETAVEL (POR SERINGA PREENCHIDA),Espondilite ancilosante 
34,M45 ,601010027,200912,200912,2,1,1,1,1,ETAN25,ETANERCEPTE 25 MG INJETAVEL (POR FRASCO-AMPOLA),Espondilite ancilosante 
34,M45 ,601010035,201002,201004,4,2,2,2,2,INFL1010,INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML),Espondilite ancilosante 
34,M45 ,601010043,200801,200801,2,2,2,2,1,INFL1010,INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML),Espondilite ancilosante 
34,M45 ,601090098,200801,201005,1789809,7991,1746,604,121,SULF500,SULFASSALAZINA 500 MG (POR COMPRIMIDO),Espondilite ancilosante 
34,M45 ,601140028,200801,200801,120,1,1,1,1,ACIT25,ACITRETINA 25 MG (POR CAPSULA),Espondilite ancilosante 
34,M45 ,601200012,200801,200801,60,1,1,1,1,AZAT50,AZATIOPRINA 50 MG (POR COMPRIMIDO),Espondilite ancilosante 
34,M45 ,601350014,200801,200802,90,3,2,2,2,ALEN10,ALENDRONATO (Q) 10 MG (POR COMPRIMIDO),Espondilite ancilosante 
34,M45 ,604010060,201003,201005,660,6,6,6,1,MESA1000,MESALAZINA 1000 MG (POR SUPOSITORIO),Espondilite ancilosante 
34,M45 ,604010095,201003,201906,15102754,69779,9317,1708,188,SULF500,SULFASSALAZINA 500 MG (POR COMPRIMIDO),Espondilite ancilosante 
34,M45 ,604040040,201005,201005,60,1,1,1,1,FORM12400,FORMOTEROL 12 MCG + BUDESONIDA 400 MCG  (POR CAPSULA INALANTE),Espondilite ancilosante 
34,M45 ,604340036,201004,201005,180,1,1,1,1,CICLOSP50,CICLOSPORINA 50MG (POR CAPSULA),Espondilite ancilosante 
34,M45 ,604380011,201003,201906,1619581,234764,21472,2680,203,ADAL40,ADALIMUMABE 40 MG INJETAVEL (POR SERINGA PREENCHIDA),Espondilite ancilosante 
34,M45 ,604380020,201003,201906,167306,10173,1975,494,132,ETAN25,ETANERCEPTE 25 MG INJETAVEL (POR FRASCO-AMPOLA),Espondilite ancilosante 
34,M45 ,604380038,201003,201906,1641159,145623,12047,2058,195,ETAN50,ETANERCEPTE 50 MG INJETAVEL (POR FRASCO-AMPOLA OU SERINGA PREENCHIDA),Espondilite ancilosante 
34,M45 ,604380046,201003,201005,20,5,5,3,1,INFL1010,INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML),Espondilite ancilosante 
34,M45 ,604380054,201003,201906,564578,53816,6457,1354,161,INFL1010,INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML),Espondilite ancilosante 
34,M45 ,604380070,201812,201906,2380,228,184,106,58,CERT200,CERTOLIZUMABE PEGOL 200 MG/ML INJETÁVEL (POR SERINGA PREENCHIDA),Espondilite ancilosante 
34,M45 ,604380089,201709,201906,35600,6592,1793,668,141,GOLI50,GOLIMUMABE 50 MG INJETÁVEL (POR SERINGA PREENCHIDA,Espondilite ancilosante 
34,M45 ,604530021,201003,201906,1901501,36417,5206,1255,163,METO25,"METOTREXATO 2,5 MG (POR COMPRIMIDO)",Espondilite ancilosante 
34,M45 ,604530030,201308,201906,30291,2913,532,298,100,METO252,METOTREXATO 25 MG/ML INJETAVEL (POR AMPOLA DE 2 ML),Espondilite ancilosante 
34,M45 ,604620039,201005,201005,30,1,1,1,1,CALC025,"CALCITRIOL 0,25 MCG (POR CAPSULA)",Espondilite ancilosante 
34,M45 ,604690029,201902,201906,3320,328,279,139,64,SECU150,SECUQUINUMABE 150 MG/ML SOLUÇÃO INJETÁVEL (POR SERINGA PREENCHIDA),Espondilite ancilosante 
34,M45 ,604720017,201407,201906,109714,520,131,62,28,NAPR250,NAPROXENO 250 MG (POR COMPRIMIDO),Espondilite ancilosante 
34,M45 ,604720025,201310,201906,358641,3269,717,266,70,NAPR500,NAPROXENO 500 MG (POR COMPRIMIDO),Espondilite ancilosante 
35,M468,601080025,200802,200802,30,1,1,1,1,HIDR400,HIDROXICLOROQUINA 400 MG (POR COMPRIMIDO),Outras espondilopatias inflamatorias especificadas 
35,M468,601090098,200801,201004,221102,1126,235,115,52,SULF500,SULFASSALAZINA 500 MG (POR COMPRIMIDO),Outras espondilopatias inflamatorias especificadas 
35,M468,601180208,200801,200801,60,1,1,1,1,SINV20,SINVASTATINA (J) 20 MG (POR COMPRIMIDO),Outras espondilopatias inflamatorias especificadas 
35,M468,604010095,201003,201906,1100213,5807,938,424,118,SULF500,SULFASSALAZINA 500 MG (POR COMPRIMIDO),Outras espondilopatias inflamatorias especificadas 
35,M468,604080026,201005,201005,30,1,1,1,1,HIDR400,HIDROXICLOROQUINA 400 MG (POR COMPRIMIDO),Outras espondilopatias inflamatorias especificadas 
35,M468,604380011,201409,201906,39493,5697,979,442,115,ADAL40,ADALIMUMABE 40 MG INJETAVEL (POR SERINGA PREENCHIDA),Outras espondilopatias inflamatorias especificadas 
35,M468,604380020,201505,201906,1319,122,27,21,17,ETAN25,ETANERCEPTE 25 MG INJETAVEL (POR FRASCO-AMPOLA),Outras espondilopatias inflamatorias especificadas 
35,M468,604380038,201410,201906,30051,2653,407,230,97,ETAN50,ETANERCEPTE 50 MG INJETAVEL (POR FRASCO-AMPOLA OU SERINGA PREENCHIDA),Outras espondilopatias inflamatorias especificadas 
35,M468,604380054,201412,201906,10888,776,170,128,72,INFL1010,INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML),Outras espondilopatias inflamatorias especificadas 
35,M468,604380070,201901,201906,211,23,20,16,16,CERT200,CERTOLIZUMABE PEGOL 200 MG/ML INJETÁVEL (POR SERINGA PREENCHIDA),Outras espondilopatias inflamatorias especificadas 
35,M468,604380089,201710,201906,2112,547,135,94,53,GOLI50,GOLIMUMABE 50 MG INJETÁVEL (POR SERINGA PREENCHIDA,Outras espondilopatias inflamatorias especificadas 
35,M468,604430019,201005,201005,30,1,1,1,1,RALO60,RALOXIFENO 60 MG (POR COMPRIMIDO),Outras espondilopatias inflamatorias especificadas 
35,M468,604530021,201409,201906,67540,1337,300,184,68,METO25,"METOTREXATO 2,5 MG (POR COMPRIMIDO)",Outras espondilopatias inflamatorias especificadas 
35,M468,604530030,201503,201906,2215,253,64,52,34,METO252,METOTREXATO 25 MG/ML INJETAVEL (POR AMPOLA DE 2 ML),Outras espondilopatias inflamatorias especificadas 
35,M468,604690029,201903,201906,37,12,10,9,8,SECU150,SECUQUINUMABE 150 MG/ML SOLUÇÃO INJETÁVEL (POR SERINGA PREENCHIDA),Outras espondilopatias inflamatorias especificadas 
35,M468,604720017,201409,201906,5663,37,18,12,9,NAPR250,NAPROXENO 250 MG (POR COMPRIMIDO),Outras espondilopatias inflamatorias especificadas 
35,M468,604720025,201503,201906,21041,199,66,51,25,NAPR500,NAPROXENO 500 MG (POR COMPRIMIDO),Outras espondilopatias inflamatorias especificadas 
36,F200,601030028,200801,200801,182,1,1,1,1,SACA1005,SACARATO DE HIDROXIDO FERRICO 100 MG INJETAVEL (POR FRASCO DE 5 ML),Esquizofrenia paranoide 
36,F200,601040058,200801,200802,100,5,5,4,3,ALFA4000,ALFAEPOETINA 4.000 UI INJETAVEL (POR FRASCO-AMPOLA),Esquizofrenia paranoide 
36,F200,601070011,200801,200802,420,3,2,1,1,GABA300,GABAPENTINA 300 MG (POR CAPSULA),Esquizofrenia paranoide 
36,F200,601070020,200801,200802,360,3,2,2,2,GABA400,GABAPENTINA 400 MG (POR CAPSULA),Esquizofrenia paranoide 
36,F200,601070038,200801,200802,2640,21,15,8,6,LAMO100,LAMOTRIGINA 100 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601070054,200801,200802,3105,32,23,8,5,TOPI100,TOPIRAMATO 100 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601070062,200801,200802,180,2,2,2,2,TOPI25,TOPIRAMATO 25 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601070070,200801,200802,1123,11,9,4,3,TOPI50,TOPIRAMATO 50 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601070089,200801,200802,210,3,2,2,2,VIGA500,VIGABATRINA 500 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601090055,200801,200801,180,1,1,1,1,MESA400,MESALAZINA 400 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601090098,200802,200802,90,1,1,1,1,SULF500,SULFASSALAZINA 500 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601100018,200801,200801,240,4,4,3,2,AMAN100,AMANTADINA 100 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601100026,200801,200802,3472,37,30,20,11,BIPE2,BIPERIDENO 2 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601100034,200801,200802,420,4,3,3,2,BIPE4,BIPERIDENO 4 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601100069,200801,200801,150,2,2,2,2,LEVO20050,LEVODOPA 200 MG + BENSERAZIDA 50 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601100077,200801,200801,170,1,1,1,1,LEVO20050,LEVODOPA 200 MG + BENSERAZIDA 50 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601100085,200801,200802,1290,9,7,4,4,LEVO25025,LEVODOPA 250MG + CARBIDOPA 25 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601100115,200801,200802,330,4,4,3,3,PRAM1,PRAMIPEXOL 1 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601100131,200801,200802,900,10,9,3,2,SELE5,SELEGILINA 5 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601100140,200802,200802,90,1,1,1,1,TOLC100,TOLCAPONA 100 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601110013,200801,201005,19160328,91948,11200,1350,149,CLOZ100,CLOZAPINA 100 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601110021,200801,201004,705125,3657,1392,317,92,CLOZ25,CLOZAPINA 25 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601110030,200801,201005,33099298,336699,58502,2779,161,OLAN10,OLANZAPINA 10 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601110048,200801,201005,7796612,79670,19135,1463,153,OLAN5,OLANZAPINA 5 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601110056,200801,201005,10443537,58047,18285,1369,148,QUET100,QUETIAPINA 100 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601110064,200801,201005,6266711,31509,11445,751,117,QUET25,QUETIAPINA 25 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601110072,200801,201005,11015659,62292,17386,1210,138,QUET200,QUETIAPINA 200 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601110080,200801,201005,11369217,82313,23568,1634,154,RISP1,RISPERIDONA 1 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601110099,200801,201005,32701452,250271,54530,2605,168,RISP2,RISPERIDONA 2 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601110102,200801,201005,6848593,59303,12762,1209,148,ZIPR80,ZIPRASIDONA 80 MG (POR CAPSULA),Esquizofrenia paranoide 
36,F200,601110110,200801,201005,4054757,28574,7171,943,143,ZIPR40,ZIPRASIDONA 40 MG (POR CAPSULA),Esquizofrenia paranoide 
36,F200,601120035,200801,200801,390,3,3,2,2,RIBA250,RIBAVIRINA 250 MG (POR CAPSULA),Esquizofrenia paranoide 
36,F200,601140044,200801,200801,60,1,1,1,1,ISOT20,ISOTRETINOINA 20 MG (POR CAPSULA),Esquizofrenia paranoide 
36,F200,601150015,200802,200802,2000,1,1,1,1,COMP1,COMPLEMENTO ALIMENTAR P/ PACIENTE FENILCETONURICO MENOR DE 1 ANO - FORMULA DE AMINOÁCIDOS ISENTA DE,Esquizofrenia paranoide 
36,F200,601180011,200801,200801,30,1,1,1,1,ATOR10,ATORVASTATINA 10 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601180038,201003,201004,120,1,1,1,1,BEZA200,BEZAFIBRATO 200 MG (POR DRÁGEA OU COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601180046,200801,201004,150,2,2,1,1,BEZA400,BEZAFIBRATO 400 MG (POR COMPRIMIDO DE DESINTEGRAÇÃO LENTA),Esquizofrenia paranoide 
36,F200,601180119,200801,200802,150,3,3,3,2,GENF600,GENFIBROZILA 600 MG (COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601180194,200801,200802,120,3,2,2,2,SINV10,SINVASTATINA (J) 10 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601180208,200801,200802,1620,22,16,5,5,SINV20,SINVASTATINA (J) 20 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601190025,200802,200802,12,1,1,1,1,ALFA23000000,ALFAINTERFERONA 2B 3.000.000 UI INJETAVEL (POR FRASCO-AMPOLA),Esquizofrenia paranoide 
36,F200,601190068,200801,200801,72,1,1,1,1,BETA11200000044,BETAINTERFERONA 1A 12.000.000 UI (44 MCG) INJETAVEL (POR SERINGA PREENCHIDA),Esquizofrenia paranoide 
36,F200,601200012,200801,200802,615,5,4,4,3,AZAT50,AZATIOPRINA 50 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601200039,200801,200801,210,1,1,1,1,CICLOSP100,CICLOSPORINA 100MG (POR CAPSULA),Esquizofrenia paranoide 
36,F200,601200055,200801,200801,60,1,1,1,1,CICLOSP25,CICLOSPORINA 25MG (POR CAPSULA),Esquizofrenia paranoide 
36,F200,601200071,200801,200802,90,2,1,1,1,LEFL20,LEFLUNOMIDA 20 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601200128,200801,200801,90,1,1,1,1,MICO360,MICOFENOLATO DE SODIO 360MG P/ TRANSPLANTE (POR COMPRIMIDO),Esquizofrenia paranoide 
36,F200,601220013,200801,200801,30,1,1,1,1,DONE10,DONEPEZILA 10 MG (POR COMPRIMIDO),Esquizofrenia paranoide 
